gene_id gene_desc
ENSG00000107954.10 NEURL1
ENSG00000107957.16 SH3PXD2A
ENSG00000273108.1 RP11-416N2.4
ENSG00000107960.10 STN1
ENSG00000065613.13 SLK
ENSG00000148834.12 GSTO1
ENSG00000108039.17 XPNPEP1
ENSG00000148700.14 ADD3
ENSG00000119950.20 MXI1
ENSG00000138166.5 DUSP5
ENSG00000108055.9 SMC3
ENSG00000203867.7 RBM20
ENSG00000203497.2 PDCD4-AS1
ENSG00000150593.17 PDCD4
ENSG00000214413.7 BBIP1
ENSG00000270589.1 RP11-348N5.7
ENSG00000108061.11 SHOC2
ENSG00000150594.6 ADRA2A
ENSG00000023041.11 ZDHHC6
ENSG00000148702.14 HABP2
ENSG00000165806.19 CASP7
ENSG00000148735.14 PLEKHS1
ENSG00000165813.18 CCDC186
ENSG00000169129.14 AFAP1L2
ENSG00000099204.18 ABLIM1
ENSG00000175535.6 PNLIP
ENSG00000187021.14 PNLIPRP1
ENSG00000266200.6 PNLIPRP2
ENSG00000187164.19 SHTN1
ENSG00000165650.11 PDZD8
ENSG00000107581.12 EIF3A
ENSG00000183605.16 SFXN4
ENSG00000165672.6 PRDX3
ENSG00000151923.17 TIAL1
ENSG00000151929.9 BAG3
ENSG00000197771.12 MCMBP
ENSG00000120008.15 WDR11
ENSG00000066468.22 FGFR2
ENSG00000107672.14 NSMCE4A
ENSG00000166033.11 HTRA1
ENSG00000138161.13 CUZD1
ENSG00000095574.11 IKZF5
ENSG00000182022.17 CHST15
ENSG00000065154.11 OAT
ENSG00000019995.6 ZRANB1
ENSG00000175029.16 CTBP2
ENSG00000107938.17 EDRF1
ENSG00000107949.16 BCCIP
ENSG00000089876.11 DHX32
ENSG00000150760.12 DOCK1
ENSG00000170430.9 MGMT
ENSG00000108010.11 GLRX3
ENSG00000175470.18 PPP2R2D
ENSG00000176171.11 BNIP3
ENSG00000277959.1 RP11-45A17.2
ENSG00000273521.1 RP11-45A17.4
ENSG00000171813.13 PWWP2B
ENSG00000130640.13 TUBGCP2
ENSG00000235245.1 RP11-122K13.12
ENSG00000198546.14 ZNF511
ENSG00000148803.11 FUOM
ENSG00000127884.4 ECHS1
ENSG00000148824.18 MTG1
ENSG00000130649.9 CYP2E1
ENSG00000177951.17 BET1L
ENSG00000177963.14 RIC8A
ENSG00000185627.17 PSMD13
ENSG00000255026.1 RP11-326C3.2
ENSG00000142102.15 PGGHG
ENSG00000206013.2 IFITM5
ENSG00000185201.16 IFITM2
ENSG00000185885.15 IFITM1
ENSG00000142089.15 IFITM3
ENSG00000184363.9 PKP3
ENSG00000185187.12 SIGIRR
ENSG00000185101.12 ANO9
ENSG00000174915.11 PTDSS2
ENSG00000023191.16 RNH1
ENSG00000174775.16 HRAS
ENSG00000185522.8 LMNTD2
ENSG00000254815.5 RP11-496I9.1
ENSG00000099849.14 RASSF7
ENSG00000070047.11 PHRF1
ENSG00000185507.19 IRF7
ENSG00000177030.16 DEAF1
ENSG00000177106.14 EPS8L2
ENSG00000177042.14 TMEM80
ENSG00000177156.10 TALDO1
ENSG00000177225.16 PDDC1
ENSG00000177542.10 SLC25A22
ENSG00000177595.17 PIDD1
ENSG00000177600.8 RPLP2
ENSG00000177666.16 PNPLA2
ENSG00000177685.16 CRACR2B
ENSG00000177697.17 CD151
ENSG00000177700.5 POLR2L
ENSG00000214063.10 TSPAN4
ENSG00000177830.17 CHID1
ENSG00000183020.13 AP2A2
ENSG00000184956.15 MUC6
ENSG00000117983.17 MUC5B
ENSG00000078902.15 TOLLIP
ENSG00000174672.15 BRSK2
ENSG00000182208.13 MOB2
ENSG00000184545.10 DUSP8
ENSG00000117984.13 CTSD
ENSG00000149043.16 SYT8
ENSG00000130598.15 TNNI2
ENSG00000214026.10 MRPL23
ENSG00000130600.17 H19
ENSG00000167244.18 IGF2
ENSG00000254647.6 INS
ENSG00000110651.11 CD81
ENSG00000184281.14 TSSC4
ENSG00000053918.15 KCNQ1
ENSG00000129757.12 CDKN1C
ENSG00000205531.12 NAP1L4
ENSG00000110619.17 CARS
ENSG00000110713.15 NUP98
ENSG00000148985.19 PGAP2
ENSG00000177105.9 RHOG
ENSG00000167323.11 STIM1
ENSG00000167325.14 RRM1
ENSG00000132109.9 TRIM21
ENSG00000244734.3 HBB
ENSG00000132256.18 TRIM5
ENSG00000132274.15 TRIM22
ENSG00000051009.10 FAM160A2
ENSG00000110148.9 CCKBR
ENSG00000170955.9 PRKCDBP
ENSG00000166311.9 SMPD1
ENSG00000166313.18 APBB1
ENSG00000132254.12 ARFIP2
ENSG00000132286.11 TIMM10B
ENSG00000166333.13 ILK
ENSG00000166337.9 TAF10
ENSG00000166340.15 TPP1
ENSG00000158042.8 MRPL17
ENSG00000175390.13 EIF3F
ENSG00000166405.14 RIC3
ENSG00000166441.12 RPL27A
ENSG00000175348.10 TMEM9B
ENSG00000175356.12 SCUBE2
ENSG00000184014.7 DENND5A
ENSG00000166471.10 TMEM41B
ENSG00000205339.9 IPO7
ENSG00000133789.14 SWAP70
ENSG00000148926.9 ADM
ENSG00000133800.8 LYVE1
ENSG00000198730.7 CTR9
ENSG00000110321.16 EIF4G2
ENSG00000236287.7 ZBED5
ENSG00000247271.6 ZBED5-AS1
ENSG00000170242.17 USP47
ENSG00000050165.17 DKK3
ENSG00000197702.11 PARVA
ENSG00000187079.16 TEAD1
ENSG00000133794.17 ARNTL
ENSG00000197601.12 FAR1
ENSG00000262655.3 SPON1
ENSG00000133818.13 RRAS2
ENSG00000129083.12 COPB1
ENSG00000129084.17 PSMA1
ENSG00000110696.9 C11orf58
ENSG00000166689.15 PLEKHA7
ENSG00000244398.1 RP11-466H18.1
ENSG00000110700.6 RPS13
ENSG00000011405.13 PIK3C2A
ENSG00000070081.15 NUCB2
ENSG00000197149.5 RP11-452G18.2
ENSG00000187486.5 KCNJ11
ENSG00000006071.12 ABCC8
ENSG00000173432.10 SAA1
ENSG00000110768.11 GTF2H1
ENSG00000134333.13 LDHA
ENSG00000074319.12 TSG101
ENSG00000109854.13 HTATIP2
ENSG00000205213.13 LGR4
ENSG00000148943.11 LIN7C
ENSG00000049449.8 RCN1
ENSG00000149100.12 EIF3M
ENSG00000110422.11 HIPK3
ENSG00000085063.14 CD59
ENSG00000135387.20 CAPRIN1
ENSG00000135372.8 NAT10
ENSG00000121691.4 CAT
ENSG00000135373.12 EHF
ENSG00000110435.11 PDHX
ENSG00000026508.17 CD44
ENSG00000255443.1 RP1-68D18.4
ENSG00000110436.11 SLC1A2
ENSG00000166326.6 TRIM44
ENSG00000166352.15 C11orf74
ENSG00000166181.12 API5
ENSG00000052841.14 TTC17
ENSG00000149084.12 HSD17B12
ENSG00000283375.1 RP11-613D13.10
ENSG00000166199.12 ALKBH3
ENSG00000187479.5 C11orf96
ENSG00000110455.13 ACCS
ENSG00000151348.13 EXT2
ENSG00000085117.11 CD82
ENSG00000175274.18 TP53I11
ENSG00000181830.8 SLC35C1
ENSG00000121671.11 CRY2
ENSG00000121653.11 MAPK8IP1
ENSG00000121680.15 PEX16
ENSG00000165905.17 LARGE2
ENSG00000135365.15 PHF21A
ENSG00000157613.10 CREB3L1
ENSG00000149091.15 DGKZ
ENSG00000110492.15 MDK
ENSG00000244313.3 RP11-425L10.1
ENSG00000175224.16 ATG13
ENSG00000175220.11 ARHGAP1
ENSG00000175216.14 CKAP5
ENSG00000149182.14 ARFGAP2
ENSG00000165912.15 PACSIN3
ENSG00000134574.11 DDB2
ENSG00000134575.9 ACP2
ENSG00000025434.18 NR1H3
ENSG00000110514.19 MADD
ENSG00000066336.11 SPI1
ENSG00000165915.13 SLC39A13
ENSG00000165916.8 PSMC3
ENSG00000149187.17 CELF1
ENSG00000110536.13 PTPMT1
ENSG00000213619.9 NDUFS3
ENSG00000109919.9 MTCH2
ENSG00000109920.12 FNBP4
ENSG00000030066.13 NUP160
ENSG00000149115.13 TNKS1BP1
ENSG00000149136.8 SSRP1
ENSG00000134802.17 SLC43A3
ENSG00000149150.8 SLC43A1
ENSG00000134809.8 TIMM10
ENSG00000156587.15 UBE2L6
ENSG00000149131.15 SERPING1
ENSG00000156599.10 ZDHHC5
ENSG00000213593.9 TMX2
ENSG00000211450.9 SELENOH
ENSG00000198561.13 CTNND1
ENSG00000186660.14 ZFP91
ENSG00000166801.15 FAM111A
ENSG00000110042.7 DTX4
ENSG00000110048.11 OSBP
ENSG00000166889.13 PATL1
ENSG00000166900.15 STX3
ENSG00000166902.4 MRPL16
ENSG00000134827.7 TCN1
ENSG00000110077.14 MS4A6A
ENSG00000110104.11 CCDC86
ENSG00000110107.8 PRPF19
ENSG00000110108.9 TMEM109
ENSG00000167987.10 VPS37C
ENSG00000167986.13 DDB1
ENSG00000149476.15 TKFC
ENSG00000149483.11 TMEM138
ENSG00000187049.9 TMEM216
ENSG00000149532.15 CPSF7
ENSG00000167985.6 SDHAF2
ENSG00000011347.9 SYT7
ENSG00000124920.13 MYRF
ENSG00000134825.15 TMEM258
ENSG00000221968.8 FADS3
ENSG00000167996.15 FTH1
ENSG00000124942.13 AHNAK
ENSG00000254772.9 EEF1G
ENSG00000149016.15 TUT1
ENSG00000149480.6 MTA2
ENSG00000149499.11 EML3
ENSG00000149541.9 B3GAT3
ENSG00000089597.16 GANAB
ENSG00000185085.2 INTS5
ENSG00000278615.4 C11orf98
ENSG00000162191.13 UBXN1
ENSG00000168000.14 BSCL2
ENSG00000214753.2 HNRNPUL2
ENSG00000168002.11 POLR2G
ENSG00000168569.7 TMEM223
ENSG00000162227.7 TAF6L
ENSG00000185475.10 TMEM179B
ENSG00000162231.13 NXF1
ENSG00000162236.11 STX5
ENSG00000133316.15 WDR74
ENSG00000255717.6 SNHG1
ENSG00000277194.1 SNORD22
ENSG00000278527.1 SNORD22
ENSG00000168003.16 SLC3A2
ENSG00000168004.9 HRASLS5
ENSG00000133321.10 RARRES3
ENSG00000176485.11 PLA2G16
ENSG00000184743.12 ATL3
ENSG00000133318.13 RTN3
ENSG00000072518.20 MARK2
ENSG00000110583.12 NAA40
ENSG00000176340.3 COX8A
ENSG00000167770.11 OTUB1
ENSG00000133315.10 MACROD1
ENSG00000168439.16 STIP1
ENSG00000149743.13 TRPT1
ENSG00000149761.8 NUDT22
ENSG00000110011.13 DNAJC4
ENSG00000173511.9 VEGFB
ENSG00000173486.12 FKBP2
ENSG00000173457.10 PPP1R14B
ENSG00000149782.11 PLCB3
ENSG00000002330.13 BAD
ENSG00000173264.14 GPR137
ENSG00000173153.13 ESRRA
ENSG00000173113.6 TRMT112
ENSG00000126432.13 PRDX5
ENSG00000162302.12 RPS6KA4
ENSG00000168066.20 SF1
ENSG00000133895.14 MEN1
ENSG00000171219.8 CDC42BPG
ENSG00000110047.17 EHD1
ENSG00000110046.12 ATG2A
ENSG00000068971.13 PPP2R5B
ENSG00000149735.6 GPHA2
ENSG00000168062.9 BATF2
ENSG00000213465.7 ARL2
ENSG00000110025.12 SNX15
ENSG00000162300.11 ZFPL1
ENSG00000149823.8 VPS51
ENSG00000149809.14 TM7SF2
ENSG00000174276.6 ZNHIT2
ENSG00000149806.10 FAU
ENSG00000149792.8 MRPL49
ENSG00000162298.18 SYVN1
ENSG00000014216.15 CAPN1
ENSG00000133884.9 DPF2
ENSG00000162241.12 SLC25A45
ENSG00000126391.13 FRMD8
ENSG00000245532.7 NEAT1
ENSG00000251562.7 MALAT1
ENSG00000142186.16 SCYL1
ENSG00000168056.15 LTBP3
ENSG00000173465.7 SSSCA1
ENSG00000176973.7 FAM89B
ENSG00000173442.12 EHBP1L1
ENSG00000173327.7 MAP3K11
ENSG00000197136.4 PCNX3
ENSG00000213445.9 SIPA1
ENSG00000173039.18 RELA
ENSG00000172977.12 KAT5
ENSG00000172922.8 RNASEH2C
ENSG00000254470.2 AP5B1
ENSG00000172757.12 CFL1
ENSG00000172732.11 MUS81
ENSG00000172638.12 EFEMP2
ENSG00000172500.12 FIBP
ENSG00000175602.3 CCDC85B
ENSG00000175573.6 C11orf68
ENSG00000175550.7 DRAP1
ENSG00000175467.14 SART1
ENSG00000175376.8 EIF1AD
ENSG00000175334.7 BANF1
ENSG00000087365.15 SF3B2
ENSG00000175115.11 PACS1
ENSG00000174996.11 KLC2
ENSG00000174903.15 RAB1B
ENSG00000174851.15 YIF1A
ENSG00000174807.3 CD248
ENSG00000174744.13 BRMS1
ENSG00000174684.6 B4GAT1
ENSG00000174669.11 SLC29A2
ENSG00000174547.13 MRPL11
ENSG00000254986.7 DPP3
ENSG00000174483.19 BBS1
ENSG00000174080.10 CTSF
ENSG00000173992.8 CCS
ENSG00000239306.4 RBM14
ENSG00000173933.19 RBM4
ENSG00000258297.1 RP11-658F2.8
ENSG00000173898.11 SPTBN2
ENSG00000173653.7 RCE1
ENSG00000173156.6 RHOD
ENSG00000173120.14 KDM2A
ENSG00000173020.10 GRK2
ENSG00000172932.14 ANKRD13D
ENSG00000172830.12 SSH3
ENSG00000172613.7 RAD9A
ENSG00000175482.8 POLD4
ENSG00000175505.10 CLCF1
ENSG00000172531.14 PPP1CA
ENSG00000175634.14 RPS6KB2
ENSG00000172725.13 CORO1B
ENSG00000172663.8 TMEM134
ENSG00000110711.9 AIP
ENSG00000110697.12 PITPNM1
ENSG00000167797.7 CDK2AP2
ENSG00000084207.15 GSTP1
ENSG00000167792.11 NDUFV1
ENSG00000167799.9 NUDT8
ENSG00000132744.7 ACY3
ENSG00000110057.7 UNC93B1
ENSG00000110717.12 NDUFS8
ENSG00000110719.9 TCIRG1
ENSG00000255031.5 RP11-802E16.3
ENSG00000110721.11 CHKA
ENSG00000110066.14 KMT5B
ENSG00000171067.10 C11orf24
ENSG00000162337.11 LRP5
ENSG00000110075.14 PPP6R3
ENSG00000110090.12 CPT1A
ENSG00000197345.12 MRPL21
ENSG00000110092.3 CCND1
ENSG00000085733.15 CTTN
ENSG00000172893.15 DHCR7
ENSG00000254682.1 RP11-660L16.2
ENSG00000172890.11 NADSYN1
ENSG00000137522.17 RNF121
ENSG00000137497.17 NUMA1
ENSG00000149357.9 LAMTOR1
ENSG00000165458.13 INPPL1
ENSG00000186635.14 ARAP1
ENSG00000214530.8 STARD10
ENSG00000168010.10 ATG16L2
ENSG00000110237.3 ARHGEF17
ENSG00000054965.10 FAM168A
ENSG00000021300.13 PLEKHB1
ENSG00000175582.19 RAB6A
ENSG00000181924.6 COA4
ENSG00000175567.8 UCP2
ENSG00000214517.9 PPME1
ENSG00000077514.8 POLD3
ENSG00000227615.1 RP11-864N7.2
ENSG00000118363.11 SPCS2
ENSG00000137491.14 SLCO2B1
ENSG00000279117.1 CTD-2562J17.6
ENSG00000137486.16 ARRB1
ENSG00000149273.14 RPS3
ENSG00000158555.14 GDPD5
ENSG00000149257.13 SERPINH1
ENSG00000062282.14 DGAT2
ENSG00000137492.7 THAP12
ENSG00000137507.11 LRRC32
ENSG00000182704.7 TSKU
ENSG00000149260.15 CAPN5
ENSG00000149269.9 PAK1
ENSG00000074201.8 CLNS1A
ENSG00000151364.16 KCTD14
ENSG00000151366.12 NDUFC2
ENSG00000033327.12 GAB2
ENSG00000227097.5 RPS28P7
ENSG00000165494.11 PCF11
ENSG00000171204.12 TMEM126B
ENSG00000171202.6 TMEM126A
ENSG00000137504.13 CREBZF
ENSG00000073921.17 PICALM
ENSG00000149196.15 HIKESHI
ENSG00000151376.16 ME3
ENSG00000150687.11 PRSS23
ENSG00000174804.3 FZD4
ENSG00000109861.15 CTSC
ENSG00000166002.6 SMCO4
ENSG00000166012.16 TAF1D
ENSG00000207304.1 SNORA8
ENSG00000182919.14 C11orf54
ENSG00000168876.8 ANKRD49
ENSG00000166025.17 AMOTL1
ENSG00000150316.11 CWC15
ENSG00000263465.4 SRSF8
ENSG00000166037.10 CEP57
ENSG00000149231.11 CCDC82
ENSG00000137693.13 YAP1
ENSG00000023445.13 BIRC3
ENSG00000110330.8 BIRC2
ENSG00000152558.14 TMEM123
ENSG00000137673.8 MMP7
ENSG00000137692.11 DCUN1D5
ENSG00000170962.12 PDGFD
ENSG00000196954.13 CASP4
ENSG00000149313.10 AASDHPPT
ENSG00000075239.13 ACAT1
ENSG00000137710.14 RDX
ENSG00000137714.2 FDX1
ENSG00000170145.4 SIK2
ENSG00000137713.15 PPP2R1B
ENSG00000109846.7 CRYAB
ENSG00000149300.9 C11orf52
ENSG00000150776.17 C11orf57
ENSG00000150779.11 TIMM8B
ENSG00000204370.9 SDHD
ENSG00000150782.11 IL18
ENSG00000150787.7 PTS
ENSG00000086827.8 ZW10
ENSG00000109906.13 ZBTB16
ENSG00000166741.7 NNMT
ENSG00000076043.9 REXO2
ENSG00000137656.11 BUD13
ENSG00000109917.10 ZPR1
ENSG00000160584.15 SIK3
ENSG00000168092.13 PAFAH1B2
ENSG00000149577.15 SIDT2
ENSG00000149591.16 TAGLN
ENSG00000160613.12 PCSK7
ENSG00000167257.10 RNF214
ENSG00000186318.16 BACE1
ENSG00000278768.1 BACE1-AS
ENSG00000276505.1 CMB9-94B1.2
ENSG00000110274.15 CEP164
ENSG00000137731.13 FXYD2
ENSG00000254844.4 RP11-728F11.3
ENSG00000137726.16 FXYD6
ENSG00000149573.8 MPZL2
ENSG00000110344.9 UBE4A
ENSG00000167283.7 ATP5L
ENSG00000118058.20 KMT2A
ENSG00000118096.7 IFT46
ENSG00000095139.13 ARCN1
ENSG00000019144.18 PHLDB1
ENSG00000110367.11 DDX6
ENSG00000186174.12 BCL9L
ENSG00000186166.8 CCDC84
ENSG00000118181.10 RPS25
ENSG00000196655.11 TRAPPC4
ENSG00000137700.17 SLC37A4
ENSG00000149428.18 HYOU1
ENSG00000160695.14 VPS11
ENSG00000256269.7 HMBS
ENSG00000188486.3 H2AFX
ENSG00000172269.18 DPAGT1
ENSG00000172375.12 C2CD2L
ENSG00000076706.16 MCAM
ENSG00000173456.4 RNF26
ENSG00000154096.13 THY1
ENSG00000110400.10 NECTIN1
ENSG00000184232.8 OAF
ENSG00000196914.8 ARHGEF12
ENSG00000109929.9 SC5D
ENSG00000109971.13 HSPA8
ENSG00000166261.10 ZNF202
ENSG00000110002.15 VWA5A
ENSG00000154144.12 TBRG1
ENSG00000110013.12 SIAE
ENSG00000149564.11 ESAM
ENSG00000120458.10 MSANTD2
ENSG00000150433.9 TMEM218
ENSG00000149547.14 EI24
ENSG00000134910.12 STT3A
ENSG00000110060.8 PUS3
ENSG00000165526.8 RPUSD4
ENSG00000182934.11 SRPRA
ENSG00000110074.10 FOXRED1
ENSG00000110063.8 DCPS
ENSG00000110080.18 ST3GAL4
ENSG00000134954.14 ETS1
ENSG00000120457.11 KCNJ5
ENSG00000134909.18 ARHGAP32
ENSG00000170322.14 NFRKB
ENSG00000084234.16 APLP2
ENSG00000149418.10 ST14
ENSG00000120451.10 SNX19
ENSG00000151502.10 VPS26B
ENSG00000151500.14 THYN1
ENSG00000151498.11 ACAD8
ENSG00000226210.3 ABC7-42389800N19.1
ENSG00000060237.16 WNK1
ENSG00000006831.9 ADIPOR2
ENSG00000004478.7 FKBP4
ENSG00000111203.11 ITFG2
ENSG00000078246.16 TULP3
ENSG00000197905.8 TEAD4
ENSG00000011105.12 TSPAN9
ENSG00000227081.5 RP11-543P15.1
ENSG00000256969.1 RP11-320N7.2
ENSG00000118971.7 CCND2
ENSG00000110799.13 VWF
ENSG00000010278.12 CD9
ENSG00000067182.7 TNFRSF1A
ENSG00000111319.12 SCNN1A
ENSG00000111321.10 LTBR
ENSG00000215039.6 CD27-AS1
ENSG00000139192.11 TAPBPL
ENSG00000139190.16 VAMP1
ENSG00000111639.7 MRPL51
ENSG00000111640.14 GAPDH
ENSG00000010295.19 IFFO1
ENSG00000111641.11 NOP2
ENSG00000111642.14 CHD4
ENSG00000111653.19 ING4
ENSG00000126746.17 ZNF384
ENSG00000111652.9 COPS7A
ENSG00000089693.10 MLF2
ENSG00000159335.15 PTMS
ENSG00000110811.19 P3H3
ENSG00000111667.13 USP5
ENSG00000111669.14 TPI1
ENSG00000111674.8 ENO2
ENSG00000111676.14 ATN1
ENSG00000111678.10 C12orf57
ENSG00000111679.16 PTPN6
ENSG00000257084.1 U47924.27
ENSG00000215021.8 PHB2
ENSG00000126749.14 EMG1
ENSG00000111684.10 LPCAT3
ENSG00000182326.14 C1S
ENSG00000159403.15 C1R
ENSG00000139178.10 C1RL
ENSG00000139182.13 CLSTN3
ENSG00000139197.10 PEX5
ENSG00000177575.12 CD163
ENSG00000059804.15 SLC2A3
ENSG00000089818.17 NECAP1
ENSG00000111752.10 PHC1
ENSG00000003056.7 M6PR
ENSG00000175899.14 A2M
ENSG00000139112.10 GABARAPL1
ENSG00000060138.12 YBX3
ENSG00000139083.10 ETV6
ENSG00000111261.13 MANSC1
ENSG00000111266.8 DUSP16
ENSG00000111269.2 CREBL2
ENSG00000111276.10 CDKN1B
ENSG00000178878.12 APOLD1
ENSG00000013583.8 HEBP1
ENSG00000134531.9 EMP1
ENSG00000121316.10 PLBD1
ENSG00000246705.4 H2AFJ
ENSG00000084463.7 WBP11
ENSG00000111341.9 MGP
ENSG00000139055.6 ERP27
ENSG00000111348.8 ARHGDIB
ENSG00000151491.12 EPS8
ENSG00000023734.10 STRAP
ENSG00000023697.12 DERA
ENSG00000008394.12 MGST1
ENSG00000048540.14 LMO3
ENSG00000121351.7 IAPP
ENSG00000004700.15 RECQL
ENSG00000111711.9 GOLT1B
ENSG00000134548.9 SPX
ENSG00000111716.12 LDHB
ENSG00000121361.3 KCNJ8
ENSG00000111726.12 CMAS
ENSG00000111731.12 C2CD5
ENSG00000139163.15 ETNK1
ENSG00000060982.14 BCAT1
ENSG00000118308.15 LRMP
ENSG00000205707.10 ETFRF1
ENSG00000133703.11 KRAS
ENSG00000111790.13 FGFR1OP2
ENSG00000247903.1 RP11-421F16.3
ENSG00000064115.10 TM7SF3
ENSG00000211455.7 STK38L
ENSG00000110841.13 PPFIBP1
ENSG00000061794.12 MRPS35
ENSG00000087448.9 KLHL42
ENSG00000133704.9 IPO8
ENSG00000110888.17 CAPRIN2
ENSG00000013573.16 DDX11
ENSG00000139146.13 FAM60A
ENSG00000174718.11 KIAA1551
ENSG00000087470.17 DNM1L
ENSG00000139168.7 ZCRB1
ENSG00000198001.13 IRAK4
ENSG00000151239.13 TWF1
ENSG00000177119.15 ANO6
ENSG00000139218.17 SCAF11
ENSG00000111371.15 SLC38A1
ENSG00000134294.13 SLC38A2
ENSG00000139209.15 SLC38A4
ENSG00000211584.13 SLC48A1
ENSG00000061273.17 HDAC7
ENSG00000134291.11 TMEM106C
ENSG00000177981.10 ASB8
ENSG00000139620.12 KANSL2
ENSG00000174233.11 ADCY6
ENSG00000174243.9 DDX23
ENSG00000134285.10 FKBP11
ENSG00000134287.9 ARF3
ENSG00000181929.11 PRKAG1
ENSG00000167548.14 KMT2D
ENSG00000139636.15 LMBR1L
ENSG00000123416.15 TUBA1B
ENSG00000167552.13 TUBA1A
ENSG00000167553.15 TUBA1C
ENSG00000187778.13 MCRS1
ENSG00000139644.12 TMBIM6
ENSG00000167566.16 NCKAP5L
ENSG00000066117.14 SMARCD1
ENSG00000178449.8 COX14
ENSG00000050405.13 LIMA1
ENSG00000161813.21 LARP4
ENSG00000185432.11 METTL7A
ENSG00000110911.14 SLC11A2
ENSG00000050426.15 LETMD1
ENSG00000110925.6 CSRNP2
ENSG00000135457.9 TFCP2
ENSG00000183283.15 DAZAP2
ENSG00000139567.12 ACVRL1
ENSG00000135503.12 ACVR1B
ENSG00000161835.10 GRASP
ENSG00000123358.19 NR4A1
ENSG00000259884.1 RP11-1100L3.8
ENSG00000123395.14 ATG101
ENSG00000167767.13 KRT80
ENSG00000135480.15 KRT7
ENSG00000170421.12 KRT8
ENSG00000111057.10 KRT18
ENSG00000063046.17 EIF4B
ENSG00000111077.17 TNS2
ENSG00000167778.8 SPRYD3
ENSG00000167779.7 IGFBP6
ENSG00000139631.18 CSAD
ENSG00000182544.8 MFSD5
ENSG00000123349.13 PFDN5
ENSG00000139637.13 C12orf10
ENSG00000094914.12 AAAS
ENSG00000185591.9 SP1
ENSG00000205352.10 PRR13
ENSG00000197111.15 PCBP2
ENSG00000139546.10 TARBP2
ENSG00000170653.18 ATF7
ENSG00000135390.17 ATP5G2
ENSG00000012822.15 CALCOCO1
ENSG00000135486.17 HNRNPA1
ENSG00000111481.9 COPZ1
ENSG00000161638.10 ITGA5
ENSG00000135447.16 PPP1R1A
ENSG00000135424.15 ITGA7
ENSG00000135441.7 BLOC1S1
ENSG00000135404.11 CD63
ENSG00000258056.2 RP11-644F5.11
ENSG00000205323.8 SARNP
ENSG00000123353.9 ORMDL2
ENSG00000135392.15 DNAJC14
ENSG00000182796.13 TMEM198B
ENSG00000170473.16 PYM1
ENSG00000065357.19 DGKA
ENSG00000123374.10 CDK2
ENSG00000111540.15 RAB5B
ENSG00000139531.12 SUOX
ENSG00000197728.9 RPS26
ENSG00000065361.14 ERBB3
ENSG00000170515.13 PA2G4
ENSG00000229117.8 RPL41
ENSG00000139641.12 ESYT1
ENSG00000196465.10 MYL6B
ENSG00000092841.18 MYL6
ENSG00000258199.1 RP11-977G19.5
ENSG00000139613.11 SMARCC2
ENSG00000139579.12 NABP2
ENSG00000139540.11 SLC39A5
ENSG00000139645.9 ANKRD52
ENSG00000135469.13 COQ10A
ENSG00000062485.18 CS
ENSG00000257303.1 RP11-977G19.11
ENSG00000257727.5 CNPY2
ENSG00000135473.14 PAN2
ENSG00000170581.13 STAT2
ENSG00000135423.12 GLS2
ENSG00000076067.12 RBMS2
ENSG00000076108.11 BAZ2A
ENSG00000110955.8 ATP5B
ENSG00000110958.15 PTGES3
ENSG00000196531.10 NACA
ENSG00000166886.12 NAB2
ENSG00000166888.11 STAT6
ENSG00000123384.13 LRP1
ENSG00000182199.10 SHMT2
ENSG00000185633.10 NDUFA4L2
ENSG00000179912.20 R3HDM2
ENSG00000166986.14 MARS
ENSG00000175197.11 DDIT3
ENSG00000166987.14 MBD6
ENSG00000175203.15 DCTN2
ENSG00000166908.17 PIP4K2C
ENSG00000178498.15 DTX3
ENSG00000135506.15 OS9
ENSG00000135452.9 TSPAN31
ENSG00000135446.16 CDK4
ENSG00000139266.5 MARCH9
ENSG00000037897.16 METTL1
ENSG00000123427.16 METTL21B
ENSG00000175215.10 CTDSP2
ENSG00000139263.11 LRIG3
ENSG00000061987.14 MON2
ENSG00000139239.7 RPL14P1
ENSG00000184575.11 XPOT
ENSG00000183735.9 TBK1
ENSG00000153179.12 RASSF3
ENSG00000135677.10 GNS
ENSG00000174106.2 LEMD3
ENSG00000155957.17 TMBIM4
ENSG00000111530.12 CAND1
ENSG00000135679.22 MDM2
ENSG00000111605.16 CPSF6
ENSG00000090382.6 LYZ
ENSG00000127337.6 YEATS4
ENSG00000166226.12 CCT2
ENSG00000127324.8 TSPAN8
ENSG00000133858.15 ZFC3H1
ENSG00000121749.15 TBC1D15
ENSG00000072657.8 TRHDE
ENSG00000236333.3 TRHDE-AS1
ENSG00000253719.3 ATXN7L3B
ENSG00000139289.13 PHLDA1
ENSG00000187109.13 NAP1L1
ENSG00000186908.14 ZDHHC17
ENSG00000175183.9 CSRP2
ENSG00000058272.16 PPP1R12A
ENSG00000133773.11 CCDC59
ENSG00000139318.7 DUSP6
ENSG00000139329.4 LUM
ENSG00000011465.16 DCN
ENSG00000133639.4 BTG1
ENSG00000173598.13 NUDT4
ENSG00000177889.9 UBE2N
ENSG00000184752.12 NDUFA12
ENSG00000120798.16 NR2C1
ENSG00000028203.17 VEZT
ENSG00000111142.13 METAP2
ENSG00000074527.11 NTN4
ENSG00000139343.10 SNRPF
ENSG00000111144.9 LTA4H
ENSG00000120802.13 TMPO
ENSG00000075415.12 SLC25A3
ENSG00000136021.18 SCYL2
